path,category,reason,risk_level,referenced_by,recommended_action
docs/writing,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,EXPERIMENT_REGISTRY.md/CLEANUP_MANIFEST.md,Keep; not a cleanup target in this dry-run.
docs/writing/parameter_estimation_revised_text_long.md,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,docs/README.md;docs_for_notebooklm/00_repository_inventory.md;docs_for_notebooklm/06_repository_cleanup_plan.md;docs_for_notebooklm/REPORT_HISTORY.md,Keep; not a cleanup target in this dry-run.
docs/writing/parameter_estimation_revised_text_short.md,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,docs/README.md;docs_for_notebooklm/00_repository_inventory.md;docs_for_notebooklm/06_repository_cleanup_plan.md;docs_for_notebooklm/REPORT_HISTORY.md;docs/math_notes/half_factor_revision_for_manuscript.md;docs/math_notes/parameter_estimation_risk_notes.md;docs/writing/parameter_estimation_revised_text_long.md,Keep; not a cleanup target in this dry-run.
docs/writing/revised_4_2_text.md,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,docs/README.md;docs_for_notebooklm/00_repository_inventory.md;docs_for_notebooklm/06_repository_cleanup_plan.md;docs_for_notebooklm/REPORT_HISTORY.md,Keep; not a cleanup target in this dry-run.
docs_for_notebooklm,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,EXPERIMENT_REGISTRY.md/CLEANUP_MANIFEST.md,Keep; not a cleanup target in this dry-run.
docs_for_notebooklm/00_repository_inventory.md,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,docs_for_notebooklm/06_repository_cleanup_plan.md;docs_for_notebooklm/REPORT_HISTORY.md,Keep; not a cleanup target in this dry-run.
docs_for_notebooklm/01_formula_code_audit.md,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,RESEARCH_MASTER.md;docs_for_notebooklm/04_notebooklm_final_validation.md;docs_for_notebooklm/06_repository_cleanup_plan.md;docs_for_notebooklm/NOTEBOOKLM_RESEARCH_BRIEF.md;docs_for_notebooklm/REPORT_HISTORY.md;docs/presentation/seminar_formula_enhancement_plan.md;docs/presentation/seminar_notion_draft_part2.md;docs/presentation/seminar_notion_draft_part4.md;docs/presentation/seminar_notion_full.md;docs/presentation/seminar_notion_full_formula_rich.md;docs/presentation/seminar_notion_structure.md,Keep; not a cleanup target in this dry-run.
docs_for_notebooklm/02_experiment_result_verification.md,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,README.md;docs_for_notebooklm/04_notebooklm_final_validation.md;docs_for_notebooklm/06_repository_cleanup_plan.md;docs_for_notebooklm/NOTEBOOKLM_RESEARCH_BRIEF.md;expfam/README.md;docs/presentation/seminar_notion_draft_part3.md;docs/presentation/seminar_notion_draft_part4.md;docs/presentation/seminar_notion_full.md;docs/presentation/seminar_notion_full_formula_rich.md;docs/presentation/seminar_notion_structure.md,Keep; not a cleanup target in this dry-run.
docs_for_notebooklm/03_figure_consistency_check.md,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,docs_for_notebooklm/04_notebooklm_final_validation.md;docs_for_notebooklm/06_repository_cleanup_plan.md;docs_for_notebooklm/NOTEBOOKLM_RESEARCH_BRIEF.md;docs/presentation/seminar_notion_draft_part3.md;docs/presentation/seminar_notion_draft_part4.md;docs/presentation/seminar_notion_full.md;docs/presentation/seminar_notion_full_formula_rich.md;docs/presentation/seminar_notion_structure.md,Keep; not a cleanup target in this dry-run.
docs_for_notebooklm/04_notebooklm_final_validation.md,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,docs_for_notebooklm/06_repository_cleanup_plan.md;docs_for_notebooklm/REPORT_HISTORY.md,Keep; not a cleanup target in this dry-run.
docs_for_notebooklm/06_repository_cleanup_plan.md,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,docs_for_notebooklm/REPORT_HISTORY.md,Keep; not a cleanup target in this dry-run.
docs_for_notebooklm/NOTEBOOKLM_RESEARCH_BRIEF.md,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,README.md;docs_for_notebooklm/04_notebooklm_final_validation.md;docs_for_notebooklm/06_repository_cleanup_plan.md;docs/presentation/seminar_formula_enhancement_plan.md;docs/presentation/seminar_notion_draft_part1.md;docs/presentation/seminar_notion_draft_part2.md;docs/presentation/seminar_notion_draft_part3.md;docs/presentation/seminar_notion_draft_part4.md;docs/presentation/seminar_notion_full.md;docs/presentation/seminar_notion_full_formula_rich.md;docs/presentation/seminar_notion_structure.md,Keep; not a cleanup target in this dry-run.
docs_for_notebooklm/REPORT_HISTORY.md,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,docs_for_notebooklm/REPORT_TO_CHATGPT.md,Keep; not a cleanup target in this dry-run.
docs_for_notebooklm/REPORT_TO_CHATGPT.md,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,docs_for_notebooklm/06_repository_cleanup_plan.md;docs_for_notebooklm/REPORT_HISTORY.md,Keep; not a cleanup target in this dry-run.
expfam,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,EXPERIMENT_REGISTRY.md/CLEANUP_MANIFEST.md,Keep; not a cleanup target in this dry-run.
expfam/CLAUDE.md,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,CLAUDE.md;CLEANUP_MANIFEST.md;EXPERIMENT_REGISTRY.md;KNOWN_ISSUES.md;README.md;RESEARCH_MASTER.md;START_HERE.md;docs/README.md;docs_for_notebooklm/00_repository_inventory.md;docs_for_notebooklm/01_formula_code_audit.md;docs_for_notebooklm/04_notebooklm_final_validation.md;docs_for_notebooklm/06_repository_cleanup_plan.md,Keep; not a cleanup target in this dry-run.
expfam/README.md,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,CLEANUP_MANIFEST.md;EXPERIMENT_REGISTRY.md;KNOWN_ISSUES.md;README.md;START_HERE.md;docs_for_notebooklm/06_repository_cleanup_plan.md;docs_for_notebooklm/REPORT_HISTORY.md;reports/real_data_experiment_plan.md;docs/presentation/seminar_notion_draft_part2.md;docs/presentation/seminar_notion_draft_part3.md;docs/presentation/seminar_notion_draft_part4.md;docs/presentation/seminar_notion_full.md,Keep; not a cleanup target in this dry-run.
expfam/data,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,EXPERIMENT_REGISTRY.md/CLEANUP_MANIFEST.md,Keep; not a cleanup target in this dry-run.
expfam/data/cora,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,EXPERIMENT_REGISTRY.md/CLEANUP_MANIFEST.md,Keep; not a cleanup target in this dry-run.
expfam/data/cora/cora.cites,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,expfam/src/run_common_realdata_reconstruction_eval.py;expfam/src/run_fixed_real_cora_balanced_k_sweep.py;expfam/src/run_fixed_real_cora_balanced_subset_pilot.py;expfam/src/run_fixed_real_cora_heldout_link_prediction.py;expfam/src/run_fixed_real_cora_scaling_heldout.py;expfam/src/run_fixed_real_cora_subset_pilot.py;expfam/src/summarize_cora_for_figures.py,Keep; not a cleanup target in this dry-run.
expfam/data/cora/cora.content,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,expfam/src/run_common_realdata_reconstruction_eval.py;expfam/src/run_fixed_real_cora_balanced_k_sweep.py;expfam/src/run_fixed_real_cora_balanced_subset_pilot.py;expfam/src/run_fixed_real_cora_heldout_link_prediction.py;expfam/src/run_fixed_real_cora_scaling_heldout.py;expfam/src/run_fixed_real_cora_subset_pilot.py;expfam/src/summarize_cora_for_figures.py,Keep; not a cleanup target in this dry-run.
expfam/data/movielens_pilot,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,EXPERIMENT_REGISTRY.md/CLEANUP_MANIFEST.md,Keep; not a cleanup target in this dry-run.
expfam/data/movielens_pilot/movielens_X_genre.npy,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,expfam/src/prepare_movielens_data.py;expfam/src/run_common_realdata_reconstruction_eval.py;expfam/src/run_fixed_real_movielens_bernoulli_t80_pilot.py;expfam/src/run_fixed_real_movielens_colike_interpretation.py;expfam/src/run_fixed_real_movielens_heldout_count.py;expfam/src/run_fixed_real_movielens_poisson_pilot.py,Keep; not a cleanup target in this dry-run.
expfam/data/movielens_pilot/movielens_Y_binary_t10.npy,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/data/movielens_pilot/movielens_Y_binary_t20.npy,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/data/movielens_pilot/movielens_Y_count.npy,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,reports/movielens_pilot_design.md;expfam/src/prepare_movielens_data.py;expfam/src/run_fixed_real_movielens_bernoulli_t80_pilot.py;expfam/src/run_fixed_real_movielens_heldout_count.py;expfam/src/run_fixed_real_movielens_poisson_pilot.py,Keep; not a cleanup target in this dry-run.
expfam/data/movielens_pilot/movielens_movie_ids.npy,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,reports/movielens_pilot_design.md;expfam/src/prepare_movielens_data.py;expfam/src/run_common_realdata_reconstruction_eval.py;expfam/src/run_fixed_real_movielens_colike_interpretation.py;expfam/src/run_fixed_real_movielens_poisson_pilot.py,Keep; not a cleanup target in this dry-run.
expfam/data/movielens_pilot/movielens_movies_metadata.csv,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,expfam/src/prepare_movielens_data.py;expfam/src/run_fixed_real_movielens_colike_interpretation.py,Keep; not a cleanup target in this dry-run.
expfam/data/movielens_pilot/movielens_primary_genre_labels.npy,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,expfam/src/prepare_movielens_data.py;expfam/src/run_common_realdata_reconstruction_eval.py;expfam/src/run_fixed_real_movielens_bernoulli_t80_pilot.py;expfam/src/run_fixed_real_movielens_colike_interpretation.py;expfam/src/run_fixed_real_movielens_heldout_count.py;expfam/src/run_fixed_real_movielens_poisson_pilot.py,Keep; not a cleanup target in this dry-run.
expfam/design,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,EXPERIMENT_REGISTRY.md/CLEANUP_MANIFEST.md,Keep; not a cleanup target in this dry-run.
expfam/figures,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,EXPERIMENT_REGISTRY.md/CLEANUP_MANIFEST.md,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,EXPERIMENT_REGISTRY.md/CLEANUP_MANIFEST.md,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/bar_degradation_ratio_old.pdf,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/bar_degradation_ratio_old.png,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,expfam/src/make_figures_existing.py,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/bar_oracle_conv_worst.pdf,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/bar_oracle_conv_worst.png,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,expfam/src/run_mismatch_fixed.py;expfam/results/distribution_mismatch_fixed/run_log.txt,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/bar_oracle_conv_worst_old.pdf,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/bar_oracle_conv_worst_old.png,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,expfam/src/make_figures_existing.py,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/boxplot_scenario_A.pdf,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/boxplot_scenario_A.png,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,expfam/results/distribution_mismatch_fixed/run_log.txt,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/boxplot_scenario_A_old.pdf,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/boxplot_scenario_A_old.png,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/boxplot_scenario_B.pdf,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/boxplot_scenario_B.png,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,expfam/results/distribution_mismatch_fixed/run_log.txt,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/boxplot_scenario_B_old.pdf,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/boxplot_scenario_B_old.png,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/boxplot_scenario_C.pdf,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/boxplot_scenario_C.png,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,expfam/results/distribution_mismatch_fixed/run_log.txt,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/boxplot_scenario_C_old.pdf,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/boxplot_scenario_C_old.png,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/comparison_old_vs_fixed.pdf,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,KNOWN_ISSUES.md,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/comparison_old_vs_fixed.png,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,CLEANUP_MANIFEST.md;KNOWN_ISSUES.md,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_ratio_scenario_A.pdf,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_ratio_scenario_A.png,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,expfam/results/distribution_mismatch_fixed/run_log.txt,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_ratio_scenario_A_fixed.pdf,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_ratio_scenario_A_fixed.png,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_ratio_scenario_A_old.pdf,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_ratio_scenario_A_old.png,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_ratio_scenario_B.pdf,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_ratio_scenario_B.png,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,expfam/results/distribution_mismatch_fixed/run_log.txt,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_ratio_scenario_B_fixed.pdf,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_ratio_scenario_B_fixed.png,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_ratio_scenario_B_old.pdf,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_ratio_scenario_B_old.png,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_ratio_scenario_C.pdf,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_ratio_scenario_C.png,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,expfam/results/distribution_mismatch_fixed/run_log.txt,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_ratio_scenario_C_fixed.pdf,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_ratio_scenario_C_fixed.png,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_ratio_scenario_C_old.pdf,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_ratio_scenario_C_old.png,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_rmse_scenario_A.pdf,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_rmse_scenario_A.png,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,expfam/results/distribution_mismatch_fixed/run_log.txt,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_rmse_scenario_A_fixed.pdf,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_rmse_scenario_A_fixed.png,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_rmse_scenario_A_old.pdf,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_rmse_scenario_A_old.png,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_rmse_scenario_B.pdf,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_rmse_scenario_B.png,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,expfam/results/distribution_mismatch_fixed/run_log.txt,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_rmse_scenario_B_fixed.pdf,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_rmse_scenario_B_fixed.png,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_rmse_scenario_B_old.pdf,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_rmse_scenario_B_old.png,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_rmse_scenario_C.pdf,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_rmse_scenario_C.png,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,expfam/results/distribution_mismatch_fixed/run_log.txt,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_rmse_scenario_C_fixed.pdf,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_rmse_scenario_C_fixed.png,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_rmse_scenario_C_old.pdf,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/distribution_mismatch_fixed/heatmap_rmse_scenario_C_old.png,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/fixed_official,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,EXPERIMENT_REGISTRY.md/CLEANUP_MANIFEST.md,Keep; not a cleanup target in this dry-run.
expfam/figures/fixed_official/fig_fixed_exp1_bic_k1to9.pdf,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/fixed_official/fig_fixed_exp1_bic_k1to9.png,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/fixed_official/fig_fixed_exp2_n_sweep.pdf,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/fixed_official/fig_fixed_exp2_n_sweep.png,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,expfam/src/make_fixed_official_figures.py,Keep; not a cleanup target in this dry-run.
expfam/figures/fixed_official/fig_fixed_exp3_d_sweep.pdf,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/fixed_official/fig_fixed_exp3_d_sweep.png,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
expfam/figures/fixed_official/fig_fixed_exp4_mismatch_all_conditions.pdf,KEEP,Covered by EXPERIMENT_REGISTRY.md or CLEANUP_MANIFEST.md as keep/support/current material.,low,manifest pattern,Keep; not a cleanup target in this dry-run.
